land_area_hectares,affected_families,compensation_assessed_crores,compensation_ratio,litigation_cases_count,statutory_months,rr_settled_ratio,is_linear_project,high_litigation_state,historical_dispute_index,risk_score,is_delayed
680.8,4815,3487.2,0.25,148,72.2,0.3,1,1,0.726,98.0,1
630.9,4462,3231.5,0.25,157,87.5,0.3,1,1,0.719,98.0,1
128.4,908,657.8,0.386,70,72.8,0.406,1,1,0.775,95.9,1
153.3,1084,785.3,0.4592,52,58.9,0.4582,1,1,0.854,87.3,1
594.9,4208,3047.2,0.4714,49,77.0,0.4669,1,1,0.817,93.2,1
348.2,2462,1783.4,0.2519,103,53.9,0.3103,1,1,0.721,95.7,1
462.4,3270,2368.5,0.25,111,87.8,0.3,1,1,0.87,98.0,1
325.6,2302,1667.5,0.3048,90,66.4,0.348,1,1,0.969,97.6,1
149.1,1054,763.9,0.25,149,53.8,0.3,1,1,0.83,96.0,1
199.7,1412,1022.6,0.25,140,94.9,0.3,1,1,0.784,98.0,1
216.2,1529,1107.6,0.25,166,87.6,0.3,1,1,0.815,98.0,1
599.5,4240,3070.8,0.3698,74,76.9,0.3944,1,1,0.842,98.0,1
248.0,1753,1270.0,0.25,131,83.9,0.3,1,1,0.707,98.0,1
252.5,1786,1293.3,0.451,54,89.6,0.4524,1,1,0.749,95.2,1
470.0,3324,2407.2,0.25,118,82.7,0.3,1,1,0.984,98.0,1
508.4,3596,2604.1,0.25,140,94.5,0.3,1,1,0.762,98.0,1
643.4,4550,3295.2,0.25,113,73.5,0.3,1,1,0.82,98.0,1
475.5,3363,2435.5,0.25,136,72.0,0.3,1,1,0.799,98.0,1
552.9,3910,2831.9,0.3657,75,70.0,0.3915,1,1,0.948,95.9,1
484.9,3429,2483.7,0.4592,52,65.4,0.4582,1,1,0.915,89.6,1
536.1,3792,2746.1,0.4632,51,63.4,0.4611,1,1,0.85,88.7,1
585.1,4138,2997.1,0.3535,78,93.8,0.3828,1,1,0.776,98.0,1
375.3,2654,1922.2,0.25,133,55.9,0.3,1,1,0.928,96.7,1
387.6,2741,1985.2,0.25,146,94.6,0.3,1,1,0.961,98.0,1
296.2,2094,1516.9,0.451,54,60.2,0.4524,1,1,0.959,88.2,1
197.0,1393,1009.0,0.25,109,83.0,0.3,1,1,0.92,98.0,1
638.0,4512,3268.0,0.25,135,57.7,0.3,1,1,0.972,97.3,1
206.3,1459,1056.9,0.25,157,75.7,0.3,1,1,0.864,98.0,1
195.0,840,780.0,0.9744,9,14.0,0.96,1,1,0.294,21.7,0
115.1,495,460.5,0.99,12,13.7,0.9504,1,1,0.112,23.7,0
191.3,823,765.0,0.99,7,13.1,0.9744,1,1,0.396,18.0,0
206.8,890,827.2,0.99,12,13.6,0.9504,1,1,0.213,23.4,0
325.5,1402,1302.2,0.99,8,13.5,0.9696,1,1,0.151,19.8,0
119.3,513,477.1,0.99,7,13.1,0.9744,1,1,0.209,18.0,0
296.5,1277,1186.0,0.99,7,13.2,0.9744,1,1,0.261,18.2,0
225.6,971,902.4,0.9809,14,13.3,0.9408,1,1,0.257,24.8,0
295.8,1274,1183.2,0.99,11,13.2,0.9552,1,1,0.358,21.6,0
85.1,366,340.6,0.9614,17,13.5,0.9264,1,1,0.359,28.4,0
58.7,252,234.7,0.9874,13,13.5,0.9456,1,1,0.144,24.1,0
159.5,686,637.9,0.99,12,13.3,0.9504,1,1,0.379,22.7,0
59.5,256,238.2,0.99,12,13.6,0.9504,1,1,0.145,23.4,0
350.9,1511,1403.5,0.9744,15,13.4,0.936,1,1,0.254,26.0,0
344.4,1483,1377.5,0.9744,15,13.0,0.936,1,1,0.259,25.1,0
153.6,661,614.3,0.9809,14,13.0,0.9408,1,1,0.351,24.0,0
89.3,384,357.2,0.9874,13,12.9,0.9456,1,1,0.353,22.7,0
95.7,412,382.6,0.99,12,13.6,0.9504,1,1,0.185,23.4,0
253.4,1091,1013.8,0.99,6,13.6,0.9792,1,1,0.168,18.4,0
160.2,690,640.9,0.9809,14,12.9,0.9408,1,1,0.136,23.8,0
109.2,470,436.9,0.99,6,13.0,0.9792,1,1,0.229,16.9,0
237.5,1023,950.0,0.99,10,13.2,0.96,1,1,0.173,20.8,0
131.3,565,525.4,0.99,10,13.4,0.96,1,1,0.333,21.3,0
113.5,489,454.2,0.99,7,13.5,0.9744,1,1,0.29,18.9,0
284.0,1223,1135.8,0.9614,17,13.1,0.9264,1,1,0.364,27.4,0
208.7,898,834.6,0.99,8,13.3,0.9696,1,1,0.348,19.4,0
229.8,990,919.4,0.9679,16,13.6,0.9312,1,1,0.306,27.5,0
246.9,1063,987.5,0.99,11,13.1,0.9552,1,1,0.152,21.4,0
190.6,820,762.2,0.99,9,13.0,0.9648,1,1,0.361,19.5,0
296.6,1277,1186.5,0.9679,16,13.4,0.9312,1,1,0.21,27.1,0
303.5,1307,1214.1,0.9744,15,13.0,0.936,1,1,0.326,25.1,0
303.0,1305,1211.8,0.99,6,12.9,0.9792,1,1,0.196,16.7,0
317.8,1368,1271.1,0.9679,16,13.2,0.9312,1,1,0.237,26.6,0
159.8,688,639.4,0.99,9,13.0,0.9648,1,1,0.238,19.5,0
342.9,1477,1371.6,0.9874,13,13.4,0.9456,1,1,0.188,23.9,0
282.6,1217,1130.6,0.9679,16,13.3,0.9312,1,1,0.106,26.8,0
284.1,1223,1136.3,0.99,9,12.9,0.9648,1,1,0.125,19.3,0
103.4,445,413.5,0.99,4,13.5,0.9888,1,1,0.198,16.4,0
305.1,1314,1220.3,0.9614,17,12.9,0.9264,1,1,0.203,27.0,0
147.7,636,590.9,0.99,12,13.2,0.9504,1,1,0.273,22.5,0
116.9,503,467.6,0.99,7,13.7,0.9744,1,1,0.193,19.4,0
64200.0,106000,32000.0,0.5781,210,60.0,0.48,0,1,0.998,90.2,1
51652.7,85283,25745.9,0.25,346,189.0,0.3,0,1,0.952,98.0,1
85445.5,141078,42589.6,0.25,264,91.6,0.3,0,1,0.752,98.0,1
80700.6,133243,40224.6,0.25,267,118.2,0.3,0,1,0.858,98.0,1
87952.2,145217,43839.1,0.25,291,129.4,0.3,0,1,0.766,98.0,1
74928.5,123713,37347.6,0.25,369,135.4,0.3,0,1,0.946,98.0,1
34576.7,57089,17234.5,0.25,280,103.6,0.3,0,1,0.869,98.0,1
53283.8,87976,26558.9,0.25,321,154.0,0.3,0,1,0.919,98.0,1
75316.5,124354,37540.9,0.25,269,126.6,0.3,0,1,0.848,98.0,1
53523.1,88371,26678.2,0.25,376,142.6,0.3,0,1,0.941,98.0,1
62552.8,103280,31179.0,0.25,407,97.4,0.3,0,1,0.945,98.0,1
61142.8,100952,30476.1,0.25,259,141.2,0.3,0,1,0.731,98.0,1
24663.9,40722,12293.6,0.25,117,193.2,0.3,0,1,0.954,98.0,1
42854.4,70756,21360.5,0.25,129,155.8,0.3,0,1,0.817,98.0,1
72322.0,119410,36048.3,0.25,308,126.2,0.3,0,1,0.827,98.0,1
76268.9,125926,38015.7,0.25,366,160.6,0.3,0,1,0.861,98.0,1
42916.0,70858,21391.2,0.25,375,108.8,0.3,0,1,0.722,98.0,1
27630.4,45620,13772.2,0.25,206,117.4,0.3,0,1,0.9,98.0,1
61140.7,100948,30475.1,0.25,388,182.8,0.3,0,1,0.746,98.0,1
29529.3,48755,14718.6,0.25,311,155.8,0.3,0,1,0.961,98.0,1
23493.1,38789,11709.9,0.25,115,106.0,0.3,0,1,0.878,98.0,1
54439.3,89884,27134.9,0.25,419,136.0,0.3,0,1,0.761,98.0,1
81570.4,134680,40658.1,0.25,226,188.8,0.3,0,1,0.901,98.0,1
56571.4,93404,28197.6,0.25,140,105.2,0.3,0,1,0.913,98.0,1
89070.7,147063,44396.6,0.25,236,115.2,0.3,0,1,0.834,98.0,1
107415.2,177352,53540.3,0.25,141,162.2,0.3,0,1,0.892,98.0,1
38024.4,62781,18953.0,0.25,139,120.4,0.3,0,1,0.996,98.0,1
110318.7,182146,54987.5,0.25,321,194.8,0.3,0,1,0.928,98.0,1
67545.3,111523,33667.4,0.25,323,107.6,0.3,0,1,0.892,98.0,1
83118.8,137236,41430.0,0.25,383,140.4,0.3,0,1,0.814,98.0,1
25557.7,42198,12739.1,0.25,123,169.0,0.3,0,1,0.882,98.0,1
63141.9,104253,31472.6,0.25,394,103.8,0.3,0,1,0.735,98.0,1
105733.1,174574,52701.9,0.25,121,192.0,0.3,0,1,0.741,98.0,1
55753.8,92054,27790.1,0.25,160,154.4,0.3,0,1,0.826,98.0,1
99473.6,164239,49581.9,0.25,199,145.6,0.3,0,1,0.752,98.0,1
45632.8,75343,22745.3,0.25,215,127.8,0.3,0,1,0.795,98.0,1
99009.3,163473,49350.4,0.25,212,184.8,0.3,0,1,0.972,98.0,1
82507.4,136227,41125.2,0.25,129,105.0,0.3,0,1,0.798,98.0,1
27327.4,45120,13621.1,0.25,318,159.0,0.3,0,1,0.969,98.0,1
72695.7,120027,36234.6,0.25,281,109.6,0.3,0,1,0.818,98.0,1
67227.1,110998,33508.8,0.25,229,114.2,0.3,0,1,0.752,98.0,1
28400.0,18500,8400.0,0.8452,94,36.0,0.74,0,0,0.905,58.6,1
46817.6,30497,13847.5,0.25,151,62.4,0.3,0,0,0.78,92.8,1
38707.3,25214,11448.6,0.25,138,50.4,0.3,0,0,0.92,87.8,1
16874.5,10992,4991.1,0.25,185,48.2,0.3,0,0,0.804,86.8,1
19963.6,13004,5904.7,0.293,113,49.7,0.3589,0,0,0.931,84.8,1
22040.4,14357,6519.0,0.25,180,44.5,0.3,0,0,0.773,85.3,1
37169.6,24212,10993.8,0.25,170,41.2,0.3,0,0,0.995,83.9,1
9616.2,6264,2844.2,0.25,181,62.8,0.3,0,0,0.741,92.9,1
20546.4,13384,6077.1,0.25,146,48.0,0.3,0,0,0.815,86.8,1
33795.4,22014,9995.8,0.25,135,41.8,0.3,0,0,0.822,84.2,1
46792.7,30481,13840.1,0.3325,106,44.9,0.3848,0,0,0.945,80.9,1
20536.4,13377,6074.1,0.25,159,41.4,0.3,0,0,0.745,84.0,1
46399.9,30225,13723.9,0.25,128,52.2,0.3034,0,0,0.78,88.4,1
45853.4,29869,13562.3,0.25,160,59.2,0.3,0,0,0.907,91.4,1
20661.5,13459,6111.1,0.3268,107,41.6,0.3811,0,0,0.871,79.8,1
49349.6,32146,14596.4,0.479,80,46.1,0.481,0,0,0.882,74.3,1
11315.1,7370,3346.7,0.4339,88,44.5,0.4514,0,0,0.863,75.8,1
10984.6,7155,3249.0,0.3043,111,46.2,0.3663,0,0,0.941,82.8,1
35976.3,23435,10640.9,0.25,144,59.6,0.3,0,0,0.863,91.6,1
50334.5,32788,14887.7,0.25,162,48.4,0.3,0,0,0.906,86.9,1
15472.8,10079,4576.5,0.4733,81,58.8,0.4773,0,0,0.812,79.9,1
9922.7,6463,2934.9,0.541,69,52.1,0.5217,0,0,0.947,73.8,1
14364.7,9357,4248.7,0.4001,94,43.0,0.4292,0,0,0.83,76.8,1
14196.8,9247,4199.0,0.4902,78,45.6,0.4884,0,0,0.806,73.6,1
18058.4,11763,5341.2,0.25,185,50.4,0.3,0,0,0.986,87.8,1
12133.8,7904,3588.9,0.25,121,50.4,0.3293,0,0,0.747,87.2,1
15071.2,9817,4457.7,0.5691,64,40.6,0.5402,0,0,0.97,67.7,1
51048.8,33253,15099.0,0.25,140,48.8,0.3,0,0,0.73,87.1,1
35702.2,23256,10559.8,0.541,69,48.1,0.5217,0,0,0.966,72.2,1
50573.9,32944,14958.5,0.5015,76,57.2,0.4958,0,0,0.941,77.9,1
44325.8,28874,13110.5,0.6311,53,48.1,0.5809,0,0,0.709,67.8,1
26274.4,17115,7771.3,0.25,153,63.1,0.3,0,0,0.775,93.0,1
8907.0,5802,2634.5,0.25,173,49.6,0.3,0,0,0.843,87.4,1
19487.1,12694,5763.8,0.25,160,60.2,0.3,0,0,0.946,91.8,1
14908.1,9711,4409.4,0.25,165,50.9,0.3,0,0,0.802,88.0,1
31506.5,20523,9318.8,0.5522,67,54.1,0.5291,0,0,0.889,74.1,1
36741.5,23933,10867.2,0.25,178,50.3,0.3,0,0,0.989,87.7,1
31146.1,20288,9212.2,0.4395,87,44.6,0.4551,0,0,0.904,75.6,1
49375.4,32163,14604.0,0.25,121,61.2,0.3293,0,0,0.829,91.7,1
35391.9,23054,10468.0,0.2705,117,56.4,0.3441,0,0,0.738,88.7,1
28624.3,18646,8466.3,0.25,155,49.4,0.3,0,0,0.802,87.3,1
9000.0,9100,4200.0,0.5,52,40.0,0.55,0,0,0.902,78.5,1
5591.5,5653,2609.4,0.34,63,63.6,0.4043,0,0,0.782,85.4,1
10267.1,10381,4791.3,0.27,84,71.9,0.3465,0,0,0.945,92.1,1
9919.8,10030,4629.3,0.25,102,49.3,0.3,0,0,0.873,85.2,1
4763.3,4816,2222.9,0.4367,34,56.7,0.484,0,0,0.799,77.8,1
6551.2,6624,3057.2,0.2867,79,53.1,0.3603,0,0,0.885,84.2,1
3521.5,3560,1643.4,0.3,75,73.5,0.3713,0,0,0.852,91.1,1
10482.2,10598,4891.7,0.25,99,55.1,0.3053,0,0,0.742,87.3,1
7587.7,7672,3540.9,0.25,102,52.3,0.3,0,0,0.735,86.3,1
5537.5,5599,2584.2,0.25,91,58.7,0.3272,0,0,0.91,88.2,1
14411.2,14571,6725.2,0.32,69,80.0,0.3878,0,0,0.883,91.0,1
5202.3,5260,2427.7,0.32,69,73.2,0.3878,0,0,0.829,90.0,1
6633.7,6707,3095.7,0.42,39,78.7,0.4703,0,0,0.86,85.9,1
13858.2,14012,6467.2,0.42,39,76.9,0.4703,0,0,0.779,85.9,1
16121.6,16300,7523.4,0.3733,53,53.3,0.4318,0,0,1.0,79.8,1
3864.9,3907,1803.6,0.25,97,58.3,0.3108,0,0,0.896,88.4,1
6904.0,6980,3221.9,0.2567,88,50.5,0.3355,0,0,0.97,84.8,1
13973.4,14128,6520.9,0.39,48,54.8,0.4455,0,0,0.784,79.5,1
12410.6,12548,5791.6,0.38,51,74.1,0.4373,0,0,0.809,87.3,1
7328.6,7409,3420.0,0.2967,76,86.7,0.3685,0,0,0.755,92.2,1
4647.4,4699,2168.8,0.3667,55,71.3,0.4263,0,0,0.83,86.9,1
6560.4,6633,3061.5,0.41,42,69.5,0.462,0,0,0.751,84.0,1
3934.9,3978,1836.3,0.25,100,73.2,0.3025,0,0,0.909,94.2,1
16198.4,16378,7559.2,0.36,57,80.9,0.4208,0,0,0.783,89.0,1
3758.2,3799,1753.8,0.3567,58,83.7,0.418,0,0,0.738,89.2,1
8902.0,9000,4154.2,0.46,27,74.9,0.5033,0,0,0.995,78.7,1
10603.2,10720,4948.1,0.4267,37,65.9,0.4758,0,0,0.785,81.7,1
7885.7,7973,3680.0,0.3933,47,53.3,0.4483,0,0,0.811,78.8,1
9657.2,9764,4506.7,0.4267,37,78.3,0.4758,0,0,0.843,85.5,1
8858.7,8957,4134.1,0.45,30,59.3,0.495,0,0,0.781,75.6,1
9532.6,9638,4448.5,0.35,60,56.8,0.4125,0,0,0.8,82.3,1
15228.4,15397,7106.6,0.2867,79,73.3,0.3603,0,0,0.992,91.8,1
5971.6,6037,2786.7,0.4133,41,58.3,0.4648,0,0,0.843,79.6,1
12844.2,12986,5994.0,0.2833,80,74.8,0.3575,0,0,0.84,92.5,1
6188.8,6257,2888.1,0.25,101,85.1,0.3,0,0,0.993,95.2,1
9133.6,9235,4262.3,0.3567,58,67.9,0.418,0,0,0.714,86.1,1
9392.2,9496,4383.0,0.2567,88,60.3,0.3355,0,0,0.904,88.4,1
11624.3,11753,5424.7,0.3467,61,72.8,0.4098,0,0,0.8,88.5,1
13724.1,13876,6404.6,0.25,101,48.9,0.3,0,0,0.833,85.1,1
14420.8,14581,6729.7,0.31,72,68.7,0.3795,0,0,0.762,88.8,1
2764.5,2795,1290.1,0.37,54,83.9,0.429,0,0,0.828,88.5,1
3980.0,4600,1450.0,0.5655,88,66.0,0.42,0,1,0.907,91.8,1
2544.3,2940,926.9,0.25,126,191.2,0.3,0,1,0.713,98.0,1
6293.7,7274,2292.9,0.25,162,229.5,0.3,0,1,0.884,98.0,1
4933.7,5702,1797.5,0.3054,84,236.1,0.3,0,1,0.851,98.0,1
3095.2,3577,1127.7,0.3393,75,153.3,0.3,0,1,0.8,98.0,1
4130.4,4773,1504.8,0.3469,73,197.6,0.3,0,1,0.763,98.0,1
5571.6,6439,2029.9,0.3921,61,200.9,0.3129,0,1,0.907,98.0,1
4563.9,5274,1662.7,0.426,52,239.6,0.3318,0,1,0.734,98.0,1
1276.0,1474,464.9,0.25,109,113.3,0.3,0,1,0.935,98.0,1
6752.5,7804,2460.1,0.25,117,150.7,0.3,0,1,0.775,98.0,1
3360.1,3883,1224.2,0.25,162,156.4,0.3,0,1,0.808,98.0,1
2076.7,2400,756.6,0.4223,53,177.1,0.3297,0,1,0.724,98.0,1
6173.2,7134,2249.0,0.25,148,176.4,0.3,0,1,0.95,98.0,1
6992.2,8081,2547.4,0.426,52,194.3,0.3318,0,1,0.918,98.0,1
4000.8,4624,1457.6,0.25,137,208.3,0.3,0,1,0.837,98.0,1
3183.9,3679,1160.0,0.25,138,164.6,0.3,0,1,0.964,98.0,1
4059.9,4692,1479.1,0.3016,85,199.3,0.3,0,1,0.731,98.0,1
1839.0,2125,670.0,0.25,175,159.9,0.3,0,1,0.934,98.0,1
3321.3,3838,1210.0,0.3242,79,177.5,0.3,0,1,0.748,98.0,1
3793.3,4384,1382.0,0.4223,53,158.6,0.3297,0,1,0.762,98.0,1
3006.8,3475,1095.5,0.4185,54,240.7,0.3276,0,1,0.758,98.0,1
4318.1,4990,1573.2,0.3242,79,198.4,0.3,0,1,0.758,98.0,1
5737.2,6630,2090.2,0.3808,64,225.1,0.3066,0,1,0.723,98.0,1
2356.7,2723,858.6,0.4034,58,204.8,0.3192,0,1,0.898,98.0,1
6506.2,7519,2370.3,0.3318,77,139.9,0.3,0,1,0.757,98.0,1
2991.7,3457,1089.9,0.25,144,185.7,0.3,0,1,0.942,98.0,1
3584.8,4143,1306.0,0.25,147,175.6,0.3,0,1,0.903,98.0,1
5548.1,6412,2021.3,0.25,132,128.0,0.3,0,1,0.81,98.0,1
2316.7,2677,844.0,0.25,139,198.0,0.3,0,1,0.798,98.0,1
1615.4,1867,588.5,0.3318,77,235.0,0.3,0,1,0.76,98.0,1
1658.5,1916,604.2,0.4336,50,236.9,0.336,0,1,0.948,98.0,1
2951.3,3410,1075.2,0.3091,83,107.4,0.3,0,1,0.89,98.0,1
2098.4,2425,764.5,0.4486,46,135.5,0.3444,0,1,0.815,97.4,1
3149.8,3640,1147.6,0.25,137,167.9,0.3,0,1,0.816,98.0,1
4032.5,4660,1469.1,0.4298,51,119.7,0.3339,0,1,0.846,97.0,1
6572.9,7596,2394.7,0.3205,80,128.3,0.3,0,1,0.98,98.0,1
3939.2,4552,1435.1,0.3732,66,189.2,0.3024,0,1,0.756,98.0,1
4701.4,5433,1712.8,0.25,148,231.2,0.3,0,1,0.847,98.0,1
2387.4,2759,869.8,0.25,134,224.0,0.3,0,1,0.746,98.0,1
3796.9,4388,1383.3,0.4524,45,175.3,0.3465,0,1,0.794,97.2,1
5096.5,5890,1856.8,0.25,120,238.9,0.3,0,1,0.818,98.0,1
1800.0,210,185.0,0.973,4,11.0,0.98,0,0,0.312,5.0,0
928.3,108,95.4,0.99,4,9.9,0.99,0,0,0.319,5.0,0
2441.1,284,250.9,0.99,6,9.9,0.99,0,0,0.284,5.1,0
1794.0,209,184.4,0.99,3,9.9,0.99,0,0,0.257,5.0,0
1283.5,149,131.9,0.99,6,9.9,0.99,0,0,0.102,5.1,0
1979.9,230,203.5,0.99,6,9.9,0.99,0,0,0.152,5.1,0
1907.2,222,196.0,0.99,3,9.9,0.99,0,0,0.289,5.0,0
2346.8,273,241.2,0.99,3,9.9,0.99,0,0,0.193,5.0,0
731.3,85,75.2,0.99,5,9.9,0.99,0,0,0.265,5.0,0
1878.7,219,193.1,0.99,5,9.9,0.99,0,0,0.179,5.0,0
2973.0,346,305.6,0.99,2,9.9,0.99,0,0,0.219,5.0,0
1767.2,206,181.6,0.99,4,9.9,0.99,0,0,0.188,5.0,0
685.6,79,70.5,0.99,2,9.9,0.99,0,0,0.188,5.0,0
2703.4,315,277.9,0.99,3,9.9,0.99,0,0,0.398,5.0,0
3066.0,357,315.1,0.99,7,9.9,0.99,0,0,0.198,5.8,0
2975.1,347,305.8,0.99,3,9.9,0.99,0,0,0.332,5.0,0
1486.6,173,152.8,0.99,7,9.9,0.99,0,0,0.138,5.8,0
1998.1,233,205.4,0.99,7,9.9,0.99,0,0,0.313,5.8,0
2207.6,257,226.9,0.99,2,9.9,0.99,0,0,0.214,5.0,0
1749.5,204,179.8,0.99,3,9.9,0.99,0,0,0.207,5.0,0
831.2,96,85.4,0.99,7,9.9,0.99,0,0,0.154,5.8,0
1886.8,220,193.9,0.99,2,9.9,0.99,0,0,0.237,5.0,0
1403.7,163,144.3,0.99,3,9.9,0.99,0,0,0.225,5.0,0
843.2,98,86.7,0.99,4,9.9,0.99,0,0,0.141,5.0,0
2028.0,236,208.4,0.99,6,9.9,0.99,0,0,0.293,5.1,0
671.8,78,69.0,0.99,7,9.9,0.99,0,0,0.293,5.8,0
2092.7,244,215.1,0.99,7,9.9,0.99,0,0,0.141,5.8,0
2978.5,347,306.1,0.99,2,9.9,0.99,0,0,0.264,5.0,0
1625.5,189,167.1,0.99,2,9.9,0.99,0,0,0.263,5.0,0
2166.5,252,222.7,0.99,2,9.9,0.99,0,0,0.339,5.0,0
1017.3,118,104.6,0.99,6,9.9,0.99,0,0,0.257,5.1,0
1388.1,161,142.7,0.99,2,9.9,0.99,0,0,0.361,5.0,0
1540.9,179,158.4,0.99,6,9.9,0.99,0,0,0.17,5.1,0
1132.7,132,116.4,0.99,7,9.9,0.99,0,0,0.338,5.8,0
2790.8,325,286.8,0.99,6,9.9,0.99,0,0,0.117,5.1,0
2675.5,312,275.0,0.99,4,9.9,0.99,0,0,0.274,5.0,0
2151.2,250,221.1,0.99,6,9.9,0.99,0,0,0.324,5.1,0
2885.6,336,296.6,0.99,3,9.9,0.99,0,0,0.164,5.0,0
1174.1,136,120.7,0.99,2,9.9,0.99,0,0,0.35,5.0,0
1358.8,158,139.7,0.99,3,9.9,0.99,0,0,0.311,5.0,0
2658.1,310,273.2,0.99,4,9.9,0.99,0,0,0.395,5.0,0
5260.0,2300,840.0,0.9762,6,13.0,0.97,0,0,0.376,7.7,0
3965.9,1734,633.3,0.99,4,12.3,0.99,0,0,0.281,5.0,0
1728.5,755,276.0,0.99,9,12.0,0.9749,0,0,0.374,8.0,0
8556.1,3741,1366.4,0.99,4,12.0,0.99,0,0,0.317,5.0,0
5599.2,2448,894.2,0.99,4,12.3,0.99,0,0,0.106,5.0,0
8430.3,3686,1346.3,0.99,11,12.4,0.9651,0,0,0.33,10.6,0
2556.1,1117,408.2,0.99,7,12.0,0.9846,0,0,0.107,6.2,0
3504.2,1532,559.6,0.99,3,12.2,0.99,0,0,0.118,5.0,0
3347.9,1463,534.7,0.99,10,12.4,0.97,0,0,0.167,9.7,0
5239.3,2290,836.7,0.99,4,12.0,0.99,0,0,0.33,5.0,0
2492.6,1089,398.1,0.99,5,12.4,0.99,0,0,0.215,5.6,0
6464.9,2826,1032.4,0.99,4,12.1,0.99,0,0,0.137,5.0,0
6325.3,2765,1010.1,0.99,7,12.3,0.9846,0,0,0.16,7.0,0
5966.0,2608,952.7,0.99,11,12.0,0.9651,0,0,0.111,9.6,0
5073.9,2218,810.3,0.99,11,12.3,0.9651,0,0,0.202,10.4,0
4304.2,1882,687.4,0.99,9,12.4,0.9749,0,0,0.155,8.9,0
8482.8,3709,1354.7,0.99,9,12.0,0.9749,0,0,0.177,8.0,0
6504.4,2844,1038.7,0.99,7,12.2,0.9846,0,0,0.35,6.7,0
8948.9,3913,1429.1,0.99,6,12.2,0.9894,0,0,0.39,5.9,0
1865.9,815,298.0,0.99,11,12.0,0.9651,0,0,0.293,9.6,0
3145.8,1375,502.4,0.99,7,12.0,0.9846,0,0,0.125,6.3,0
5533.0,2419,883.6,0.99,8,11.9,0.9797,0,0,0.307,7.0,0
2272.9,993,363.0,0.99,3,12.1,0.99,0,0,0.156,5.0,0
1670.2,730,266.7,0.99,6,12.2,0.9894,0,0,0.3,5.9,0
6098.0,2666,973.8,0.99,3,12.0,0.99,0,0,0.369,5.0,0
6695.6,2927,1069.3,0.99,10,12.3,0.97,0,0,0.361,9.5,0
4135.8,1808,660.5,0.99,8,11.9,0.9797,0,0,0.223,7.0,0
9386.9,4104,1499.1,0.99,7,12.3,0.9846,0,0,0.177,7.0,0
2512.4,1098,401.2,0.99,7,12.0,0.9846,0,0,0.185,6.3,0
4499.2,1967,718.5,0.99,7,12.2,0.9846,0,0,0.223,6.8,0
2295.1,1003,366.5,0.99,6,12.0,0.9894,0,0,0.137,5.4,0
4657.0,2036,743.7,0.99,7,12.2,0.9846,0,0,0.294,6.7,0
7249.4,3169,1157.7,0.99,10,12.0,0.97,0,0,0.271,8.9,0
5367.8,2347,857.2,0.99,4,11.9,0.99,0,0,0.339,5.0,0
3194.5,1396,510.1,0.99,7,12.2,0.9846,0,0,0.17,6.8,0
9107.2,3982,1454.4,0.99,11,12.3,0.9651,0,0,0.2,10.3,0
3146.6,1375,502.5,0.99,5,12.4,0.99,0,0,0.2,5.6,0
4832.6,2113,771.7,0.99,3,12.0,0.99,0,0,0.317,5.0,0
2670.4,1167,426.5,0.99,5,12.4,0.99,0,0,0.273,5.6,0
6175.6,2700,986.2,0.99,10,12.0,0.97,0,0,0.104,8.8,0
8880.0,3882,1418.1,0.99,9,12.0,0.9749,0,0,0.357,8.0,0
1590.0,680,290.0,0.9828,5,12.0,0.98,0,0,0.305,5.0,0
2581.5,1104,470.8,0.99,4,11.1,0.99,0,0,0.15,5.0,0
1753.5,749,319.8,0.99,7,11.1,0.99,0,0,0.368,6.2,0
763.2,326,139.2,0.99,6,10.9,0.99,0,0,0.28,5.2,0
680.3,290,124.1,0.99,3,10.9,0.99,0,0,0.31,5.0,0
705.7,301,128.7,0.99,9,10.9,0.9849,0,0,0.305,7.6,0
691.0,295,126.0,0.99,9,11.0,0.9849,0,0,0.268,7.7,0
642.1,274,117.1,0.99,4,10.9,0.99,0,0,0.263,5.0,0
1227.6,525,223.9,0.99,9,10.9,0.9849,0,0,0.371,7.6,0
784.8,335,143.1,0.99,9,10.9,0.9849,0,0,0.124,7.6,0
993.1,424,181.1,0.99,6,11.0,0.99,0,0,0.145,5.3,0
1710.2,731,311.9,0.99,9,11.0,0.9849,0,0,0.212,7.7,0
2793.4,1194,509.5,0.99,5,11.0,0.99,0,0,0.117,5.0,0
708.5,303,129.2,0.99,6,11.0,0.99,0,0,0.125,5.3,0
2657.3,1136,484.7,0.99,3,10.9,0.99,0,0,0.28,5.0,0
1729.5,739,315.4,0.99,2,11.0,0.99,0,0,0.104,5.0,0
892.3,381,162.8,0.99,9,11.0,0.9849,0,0,0.313,7.6,0
1824.7,780,332.8,0.99,3,11.0,0.99,0,0,0.139,5.0,0
2774.9,1186,506.1,0.99,7,11.0,0.99,0,0,0.335,6.0,0
1556.9,665,284.0,0.99,4,11.0,0.99,0,0,0.314,5.0,0
1750.8,748,319.3,0.99,7,11.1,0.99,0,0,0.116,6.2,0
1588.2,679,289.7,0.99,6,11.1,0.99,0,0,0.385,5.5,0
2606.6,1114,475.4,0.99,3,10.9,0.99,0,0,0.284,5.0,0
2344.7,1002,427.6,0.99,7,10.9,0.99,0,0,0.246,6.0,0
650.4,278,118.6,0.99,5,10.9,0.99,0,0,0.13,5.0,0
1607.1,687,293.1,0.99,5,10.9,0.99,0,0,0.279,5.0,0
